City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
206,Chipinge,ZW,66.29,few clouds,-20.1883,32.6236,Chipinge Breeze Lodge
208,Fortuna,US,55.99,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
209,Richards Bay,ZA,74.37,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
210,Kruisfontein,ZA,64.0,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
212,Biltine,TD,69.71,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
213,The Valley,AI,84.2,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
214,San Patricio,US,48.2,mist,28.017,-97.5169,"Motel 6 Sinton, TX"
216,Amalapuram,IN,67.64,overcast clouds,16.5833,82.0167,swayamprabha service apartments
217,Alyangula,AU,78.8,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
218,Burnie,AU,60.01,scattered clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
222,Souillac,MU,78.8,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
227,Marrakesh,MA,46.4,light rain,31.6315,-8.0083,Les Jardins de La Koutoubia
228,Panaba,MX,74.34,scattered clouds,21.2833,-88.2667,Hotel Don Fernando
231,Santa Pola,ES,46.99,scattered clouds,38.1917,-0.5658,Patilla
236,Noumea,NC,81.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
238,Enumclaw,US,52.0,broken clouds,47.2043,-121.9915,Cedars Inn
240,Te Anau,NZ,50.86,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
242,Pisco,PE,77.0,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
243,Kawalu,ID,73.6,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
245,Constitucion,CL,64.53,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
246,Sao Joao Da Barra,BR,82.4,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
247,Port Blair,IN,79.03,broken clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
248,Shakawe,BW,72.3,light rain,-18.3667,21.85,Ditlhapi Guest House
251,Mbouda,CM,64.85,scattered clouds,5.6258,10.2552,Hôtel la Différence
252,Naze,JP,52.11,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
253,Newport,GB,44.01,few clouds,51.5877,-2.9984,ibis budget Newport
255,Waddan,LY,70.84,broken clouds,29.1614,16.139,محل الشريف محمد العايب
256,San Pedro,PH,75.99,scattered clouds,14.35,121.0167,OYO 412 Viewfort Venue
258,Napier,NZ,70.0,clear sky,-39.4833,176.9167,The Nautilus Napier
259,Boddam,GB,41.0,overcast clouds,57.4667,-1.7833,Palace Hotel
261,Manohar Thana,IN,63.97,clear sky,24.24,76.8018,GEETA SADAN
262,Sao Sebastiao,BR,79.81,overcast clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
263,Sesheke,ZM,71.92,overcast clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
264,Guerrero Negro,MX,70.83,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
265,Lagoa,PT,60.67,scattered clouds,39.05,-27.9833,Casa Das Faias
269,Umm Lajj,SA,76.6,clear sky,25.0213,37.2685,Moon light Furnished Units
270,Kavieng,PG,81.72,moderate rain,-2.5744,150.7967,Nusa Island Retreat
272,Anupgarh,IN,52.14,clear sky,29.1911,73.2086,kushal & Vishal DTH
275,Tocopilla,CL,72.23,overcast clouds,-22.092,-70.1979,Hotel Galvarino
276,Adelanto,US,57.0,broken clouds,34.5828,-117.4092,Days Inn Adelanto-Victorville
277,Kibiti,TZ,71.4,overcast clouds,-7.7218,38.9375,Experia Guest House
278,Samarai,PG,82.42,light rain,-10.6167,150.6667,Nuli Sapi
281,San Cristobal,VE,84.2,light rain,7.7669,-72.225,Pirineos
283,Cidreira,BR,79.34,clear sky,-30.1811,-50.2056,Hotel Castelo
285,Nordenham,DE,41.0,overcast clouds,53.5,8.4833,Komforthotel Nordenham
288,Lompoc,US,64.99,clear sky,34.6391,-120.4579,Holiday Inn Express Lompoc
290,Dicabisagan,PH,69.64,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
294,San Quintin,MX,66.15,clear sky,30.4833,-115.95,Old Mill Hotel
296,Bambous Virieux,MU,78.8,light rain,-20.3428,57.7575,Casa Tia Villa
301,Soeng Sang,TH,59.11,clear sky,14.4264,102.4606,ปาณิสรา รีสอร์ท
303,Hoi An,VN,64.4,light rain,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
304,Hambantota,LK,76.53,light rain,6.1241,81.1185,Bungalow 63
306,Fethiye,TR,59.0,broken clouds,36.6217,29.1164,Club & Hotel Letoonia
308,Ancud,CL,61.0,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
309,Teluk Nibung,ID,74.43,light rain,3.0010000000000003,99.8164,Hotel Assyifa
319,Muisne,EC,82.4,scattered clouds,0.6,-80.0333,Quinta Samay
321,Kendari,ID,77.67,light rain,-3.945,122.4989,Hotel Wixel
326,Stornoway,GB,44.6,moderate rain,58.2093,-6.3865,Caladh Inn
328,Makakilo City,US,80.6,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
333,Coihaique,CL,46.4,light rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
335,Fernley,US,46.0,clear sky,39.608000000000004,-119.2518,Super 8 by Wyndham Fernley
336,Vangaindrano,MG,75.13,clear sky,-23.35,47.6,Hotel Fanilo
337,Morales,CO,67.5,moderate rain,2.7569999999999997,-76.6172,Finca Santa Catalina
338,Manzanillo,CU,79.65,scattered clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
341,Fare,PF,80.58,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
343,Omboue,GA,78.4,light rain,-1.5746,9.2618,Hotel Olako
344,Iracoubo,GF,80.11,clear sky,5.4802,-53.2011,Le Gite D Iracoubo
345,Tsabong,BW,81.66,overcast clouds,-26.0217,22.401,Springbok Motel
350,Rocha,UY,82.11,scattered clouds,-34.4833,-54.3333,Beleza Pura B&B
351,Hun,LY,71.06,broken clouds,29.1268,15.9477,Alrwasi Hotel
357,Ibra,OM,50.76,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
